model,year,transmission,mileage,fuel type,engine size,price
 Q3,2018.0,Manual,19097.0,Petrol,1.4,22470.0
 Focus,2019.0,Manual,9304.0,Petrol,1.0,15995.0
 A3,2014.0,Automatic,30516.0,Petrol,1.4,13900.0
 A1,2017.0,Manual,19633.0,Petrol,1.4,11490.0
 Q3,2018.0,Manual,22465.0,Diesel,2.0,19990.0
 Focus,2018.0,Manual,23890.0,Diesel,1.5,11500.0
 A1,2017.0,Manual,18365.0,Petrol,2.0,22750.0
 TT,2016.0,Manual,21500.0,Diesel,2.0,17900.0
 C Class,2017.0,Automatic,18495.0,Diesel,2.1,23572.0
 Q3,2015.0,Manual,59702.0,Diesel,2.0,13610.0
 Focus,2014.0,Manual,35879.0,14,1.0,7080.0
 C Class,2016.0,Automatic,67267.0,Hybrid,2.0,15339.0
 A3,2015.0,Manual,20411.0,Diesel,1.6,12995.0
 A6,2019.0,Automatic,8500.0,Diesel,2.0,31000.0
 Q3,2016.0,Manual,27692.0,Petrol,1.4,16998.0
 C Class,2019.0,Semi-Auto,2000.0,Petrol,2.0,30749.0
 C Class,2017.0,Automatic,22167.0,Hybrid,2.0,18399.0
 A6,2016.0,Semi-Auto,28224.0,Diesel,3.0,21000.0
 C Class,2017.0,Automatic,29905.0,Diesel,2.143,17000.0
 Focus,2016.0,Manual,27355.0,Petrol,0.999,9275.0
 C Class,2017.0,Manual,30528.0,Petrol,1.991,15000.0
 A6,2016.0,Semi-Auto,62100.0,Diesel,2.0,18990.0
 C Class,2019.0,Semi-Auto,13.0,Diesel,2.0,29995.0
 Focus,2019.0,Manual,4596.0,Diesel,1.5,16920.0
 C Class,2011.0,Automatic,69250.0,29,2.1,8995.0
 C Class,2014.0,Semi-Auto,34527.0,37,2.1,15499.0
 A1,2019.0,Automatic,5756.0,Petrol,1.0,20930.0
 C Class,2019.0,Automatic,6612.0,Petrol,1.5,25399.0
 Focus,2019.0,Manual,8422.0,Petrol,1.0,15790.0
 TT,2016.0,Manual,22164.0,Petrol,2.0,17690.0
 C Class,2016.0,Semi-Auto,45868.0,Diesel,2.1,14220.0
 Q3,2019.0,Manual,3500.0,Petrol,1.5,27490.0
 C Class,2019.0,Semi-Auto,3918.0,Diesel,2.0,26495.0
 Focus,2019.0,Manual,10589.0,Petrol,1.0,15335.0
 A4,2016.0,Manual,29112.0,Diesel,2.0,16000.0
 Q7,2019.0,Automatic,3139.0,Diesel,3.0,49990.0
 A4,2020.0,Semi-Auto,3000.0,Petrol,2.0,32000.0
 C Class,2017.0,Semi-Auto,20150.0,32,2.0,22532.0
 A1,2017.0,Manual,13500.0,Petrol,1.4,11470.0
 A6,2016.0,Automatic,76788.0,Diesel,2.0,13250.0
 Q7,2016.0,Semi-Auto,33481.0,Diesel,3.0,31652.0
 A3,2016.0,Automatic,48573.0,Hybrid,1.4,15499.0
 Q2,2019.0,Semi-Auto,11113.0,Diesel,1.6,21294.0
 Q3,2019.0,Semi-Auto,6328.0,Diesel,2.0,26925.0
 Q3,2017.0,Semi-Auto,17013.0,Petrol,1.4,18498.0
 A4,2017.0,Manual,6989.0,Petrol,1.4,17000.0
 A1,2016.0,Manual,27350.0,Petrol,1.4,11995.0
 Focus,2016.0,Manual,20096.0,36,2.0,17900.0
 Focus,2017.0,Manual,26719.0,Diesel,1.5,12400.0
 Q5,2019.0,Semi-Auto,10628.0,Diesel,2.0,36500.0
 A3,2015.0,Manual,31332.0,Petrol,1.2,10999.0
 TT,2017.0,Semi-Auto,11000.0,Petrol,2.0,27495.0
 A3,2019.0,Automatic,11942.0,Petrol,1.5,23950.0
 C Class,2017.0,Semi-Auto,30968.0,Petrol,3.0,33499.0
 Focus,2017.0,Manual,13459.0,14,1.0,11495.0
 C Class,2013.0,Automatic,124000.0,36,2.143,7199.0
 A5,2019.0,Semi-Auto,1000.0,Diesel,2.0,31000.0
 A3,2014.0,Manual,38555.0,Petrol,1.4,12995.0
 Focus,2017.0,Automatic,20928.0,12,1.0,11399.0
 C Class,2019.0,Semi-Auto,4589.0,Diesel,2.0,30200.0
 C Class,2017.0,Semi-Auto,9453.0,31,2.1,19999.0
 Q2,2017.0,Semi-Auto,8865.0,Petrol,1.4,21650.0
 A1,2019.0,Semi-Auto,7439.0,Petrol,2.0,21560.0
 Focus,2017.0,Manual,47843.0,Petrol,1.0,9699.0
 C Class,2019.0,Manual,6959.0,Petrol,1.6,21795.0
 A3,2020.0,Semi-Auto,6000.0,Petrol,1.5,29990.0
 Q3,2018.0,Manual,5230.0,Petrol,1.4,22450.0
 Focus,2017.0,Manual,21874.0,14,1.0,11300.0
 A3,2019.0,Semi-Auto,5051.0,Diesel,2.0,24662.0
 Focus,2019.0,Manual,451.0,Petrol,1.0,18650.0
 Q7,2020.0,Automatic,6500.0,Diesel,3.0,59750.0
 Q3,2019.0,Manual,1459.0,Petrol,1.5,29450.0
 C Class,2016.0,Automatic,35000.0,32,2.143,19990.0
 A7,2016.0,Semi-Auto,22405.0,Diesel,3.0,23745.0
 Focus,2018.0,Manual,11541.0,Petrol,2.0,18490.0
 C Class,2018.0,Semi-Auto,45734.0,37,2.1,19902.0
 Q3,2016.0,Semi-Auto,27969.0,Diesel,2.0,19700.0
 Focus,2018.0,Manual,14563.0,Diesel,1.5,13899.0
 Q7,2018.0,Automatic,6591.0,Diesel,3.0,45000.0
 A5,2017.0,Manual,25075.0,Diesel,2.0,21990.0
 Focus,2016.0,Manual,36873.0,Diesel,1.5,8999.0
 C Class,2016.0,Semi-Auto,21040.0,25,1.6,17999.0
 A3,2017.0,Manual,23760.0,Petrol,1.4,17498.0
 Q5,2016.0,Manual,44912.0,Diesel,2.0,18800.0
 A3,2019.0,Automatic,13573.0,Petrol,1.5,23500.0
 Q5,2014.0,Manual,37245.0,Petrol,2.0,18499.0
 Q7,2019.0,Semi-Auto,10816.0,Diesel,3.0,46000.0
 C Class,2019.0,Automatic,4999.0,Diesel,2.0,31740.0
 A3,2018.0,Semi-Auto,19602.0,Petrol,2.0,26750.0
 A3,2019.0,Semi-Auto,6018.0,Petrol,2.0,22888.0
 Focus,2017.0,Manual,17049.0,Petrol,2.0,19990.0
 Q2,2019.0,Semi-Auto,3350.0,Petrol,2.0,30495.0
 A5,2018.0,Semi-Auto,15000.0,Petrol,2.0,26900.0
 A3,2019.0,Manual,5797.0,Diesel,1.6,22850.0
 Focus,2016.0,Manual,15510.0,Diesel,1.5,10298.0
 C Class,2019.0,Automatic,8501.0,Diesel,2.0,28980.0
 C Class,2017.0,Semi-Auto,24347.0,Petrol,4.0,46995.0
 Focus,2017.0,Manual,17779.0,Petrol,1.0,12299.0
 A6,2016.0,Semi-Auto,76968.0,Diesel,2.0,14990.0
 A5,2019.0,Automatic,2567.0,Petrol,2.0,26399.0
 C Class,2017.0,Semi-Auto,40202.0,Diesel,2.1,17850.0
 C Class,2017.0,Manual,41647.0,31,2.1,14990.0
 A7,2019.0,Automatic,978.0,Diesel,2.0,35950.0
 C Class,2016.0,Semi-Auto,25202.0,25,1.6,15998.0
 C Class,2019.0,Semi-Auto,3723.0,Diesel,2.0,32599.0
 A6,2016.0,Manual,42633.0,Diesel,2.0,19000.0
 C Class,2018.0,Automatic,38169.0,31,2.1,17999.0
 Focus,2015.0,Manual,7010.0,Diesel,1.56,9999.0
 C Class,2018.0,Automatic,10137.0,38,2.1,23247.0
 Focus,2013.0,Manual,59477.0,14,1.0,5999.0
 A4,2017.0,Automatic,28367.0,Petrol,1.4,19599.0
 C Class,2017.0,Semi-Auto,14263.0,Petrol,4.0,43949.0
 A3,2019.0,Manual,3856.0,Petrol,1.0,20500.0
 Focus,2017.0,Manual,26828.0,Petrol,1.0,10997.0
 A3,2019.0,Manual,5096.0,Diesel,1.6,23000.0
 A1,2016.0,Manual,41816.0,Petrol,1.0,10500.0
 A1,2017.0,Manual,16872.0,Petrol,1.4,12990.0
 C Class,2016.0,Semi-Auto,26973.0,25,1.6,16998.0
 C Class,2019.0,Automatic,1000.0,Petrol,1.497,29498.0
 Q3,2014.0,Semi-Auto,33650.0,Petrol,2.0,18799.0
 RS3,2016.0,Semi-Auto,29920.0,Petrol,2.5,29888.0
 Q7,2019.0,Automatic,2500.0,Diesel,4.0,74950.0
 C Class,2019.0,Manual,22.0,Petrol,1.6,28998.0
 A3,2019.0,Semi-Auto,5906.0,Petrol,2.0,29500.0
 A4,2019.0,Semi-Auto,6536.0,Diesel,3.0,41888.0
 A4,2008.0,Manual,146604.0,Diesel,2.0,4495.0
 A3,2019.0,Semi-Auto,2480.0,Petrol,2.0,32990.0
 A3,2014.0,Automatic,60770.0,Diesel,2.0,11495.0
 Q7,2017.0,Semi-Auto,9011.0,Diesel,3.0,37332.0
 A3,2013.0,Manual,42345.0,Petrol,1.4,10941.0
 Focus,2017.0,Manual,19891.0,Petrol,1.0,10719.0
 A4,2016.0,Semi-Auto,66775.0,Diesel,3.0,18790.0
 Focus,2019.0,Manual,13752.0,Diesel,1.5,15940.0
 Focus,2010.0,Manual,64572.0,Petrol,1.0,5295.0
 C Class,2019.0,Semi-Auto,7861.0,Petrol,1.5,25649.0
 A5,2018.0,Manual,27601.0,Petrol,2.0,23950.0
 A3,2017.0,Semi-Auto,31150.0,Petrol,1.5,20250.0
 Focus,2016.0,Manual,19488.0,26,1.997,15900.0
 A1,2017.0,Semi-Auto,22653.0,Petrol,1.0,13400.0
 A3,2010.0,Semi-Auto,68493.0,Petrol,1.4,6995.0
 A5,2010.0,Automatic,90000.0,Petrol,2.0,5750.0
 A1,2020.0,Semi-Auto,5432.0,Petrol,1.5,22990.0
 A3,2014.0,Manual,50900.0,Diesel,2.0,11850.0
 A4,2017.0,Semi-Auto,17302.0,Petrol,3.0,29000.0
 C Class,2020.0,Automatic,2690.0,Diesel,2.0,35490.0
 C Class,2016.0,Semi-Auto,29201.0,25,1.6,16298.0
 Q5,2013.0,Manual,26996.0,Petrol,2.0,19990.0
 A1,2016.0,Manual,38375.0,Petrol,1.0,9699.0
 Focus,2016.0,Manual,29705.0,Petrol,1.0,10250.0
 Focus,2017.0,Manual,26828.0,Petrol,1.0,10000.0
 Focus,2014.0,Manual,52000.0,Diesel,1.56,6995.0
 A5,2016.0,Manual,34553.0,Diesel,2.0,13699.0
 Focus,2019.0,Manual,14206.0,Petrol,1.0,16998.0
 A1,2018.0,Manual,14500.0,Petrol,1.4,17444.0
 A3,2017.0,Manual,23820.0,Petrol,1.0,12995.0
 A4,2017.0,Semi-Auto,33300.0,Petrol,2.0,17490.0
 Focus,2019.0,Manual,1546.0,Petrol,1.0,17410.0
 A4,2019.0,Automatic,2500.0,Petrol,2.0,34000.0
 A5,2009.0,Manual,73848.0,Petrol,1.8,6695.0
 Focus,2013.0,Manual,43000.0,11,1.596,6695.0
 C Class,2019.0,Semi-Auto,100.0,Diesel,2.0,28995.0
 A1,2017.0,Manual,16340.0,Petrol,1.4,14300.0
 A3,2017.0,Manual,15197.0,Petrol,1.5,18500.0
 A1,2015.0,Manual,92760.0,Diesel,1.6,8000.0
 A1,2019.0,Semi-Auto,2983.0,Petrol,1.5,20490.0
 C Class,2015.0,Automatic,35977.0,29,2.0,13599.0
 C Class,2016.0,Semi-Auto,33000.0,Diesel,2.1,17995.0
 A3,2019.0,Semi-Auto,4620.0,Petrol,2.0,33250.0
 A5,2017.0,Semi-Auto,11111.0,Diesel,2.0,23498.0
 Focus,2017.0,Semi-Auto,18150.0,12,1.0,11510.0
 Focus,2018.0,Manual,20000.0,Petrol,0.999,12990.0
 Focus,2019.0,Manual,4211.0,Petrol,1.0,16495.0
 A4,2016.0,Semi-Auto,82000.0,Diesel,2.0,15990.0
 Focus,2019.0,Manual,6728.0,Petrol,1.0,14540.0
 TT,2016.0,Manual,33700.0,Petrol,1.8,16400.0
 A4,2016.0,Manual,70000.0,Diesel,2.0,11990.0
 Focus,2019.0,Manual,12624.0,Petrol,1.0,15885.0
 Focus,2009.0,Automatic,39911.0,10,1.596,4299.0
 C Class,2010.0,Automatic,58535.0,Diesel,2.143,6994.0
 C Class,2016.0,Manual,26108.0,Petrol,1.991,13900.0
 Focus,2016.0,Manual,62228.0,Diesel,1.5,7498.0
 A7,2013.0,Automatic,63000.0,Diesel,3.0,14990.0
 Focus,2018.0,Manual,20871.0,24,2.0,15800.0
 C Class,2018.0,Automatic,2075.0,Petrol,1.5,27980.0
 A1,2015.0,Automatic,45669.0,Petrol,1.4,13000.0
 A3,2020.0,Manual,609.0,Petrol,1.0,17199.0
 Q2,2017.0,Semi-Auto,31078.0,Petrol,1.4,19495.0
 A5,2019.0,Automatic,2248.0,Petrol,2.0,28990.0
 Focus,2019.0,Automatic,7846.0,Diesel,2.0,21680.0
 Q2,2019.0,Automatic,9161.0,Petrol,2.0,30500.0
 C Class,2019.0,Semi-Auto,3668.0,Petrol,3.0,38699.0
 Q3,2019.0,Semi-Auto,6000.0,Diesel,2.0,27990.0
 Q3,2017.0,Automatic,21981.0,Petrol,1.4,20000.0
 Q5,2019.0,Semi-Auto,2574.0,Diesel,2.0,31366.0
 A3,2017.0,Manual,19701.0,Diesel,2.0,16695.0
 Focus,2018.0,Manual,12775.0,14,1.0,12000.0
 Focus,2017.0,Manual,35877.0,Diesel,1.5,10391.0
 C Class,2016.0,Semi-Auto,20651.0,32,2.1,21895.0
 A1,2016.0,Manual,11180.0,Petrol,1.4,12495.0
 Q2,2019.0,Manual,3145.0,Diesel,1.6,23997.0
 Focus,2019.0,Manual,9742.0,Petrol,1.0,15299.0
 C Class,2019.0,Automatic,5044.0,Diesel,2.0,28896.0
 A1,2019.0,Semi-Auto,1501.0,Petrol,1.5,22490.0
 Q3,2017.0,Manual,16000.0,Diesel,2.0,16495.0
 A4,2019.0,Automatic,7000.0,Diesel,2.0,26295.0
 C Class,2008.0,Automatic,91000.0,26,2.1,5999.0
 A3,2019.0,Manual,5000.0,Diesel,1.6,21000.0
 Q5,2017.0,Semi-Auto,13255.0,Petrol,2.0,31990.0
 Q3,2015.0,Manual,54890.0,Diesel,2.0,13300.0
 A3,2014.0,Manual,55000.0,Diesel,2.0,11137.0
 A1,2016.0,Manual,30334.0,Petrol,1.4,12798.0
 C Class,2016.0,Semi-Auto,35999.0,Petrol,2.0,18124.0
 Focus,2012.0,Manual,70000.0,11,1.0,5250.0
 C Class,2016.0,Automatic,24735.0,38,2.1,23299.0
 A1,2020.0,Manual,4000.0,Petrol,1.0,18990.0
 Focus,2018.0,Manual,11326.0,Petrol,1.0,15695.0
 Q7,2017.0,Automatic,27195.0,Diesel,4.0,52990.0
 C Class,2017.0,Automatic,47053.0,Diesel,2.1,19399.0
 Q5,2017.0,Automatic,30324.0,Petrol,2.0,27300.0
 Q7,2019.0,Semi-Auto,4000.0,Diesel,3.0,54495.0
 A3,2016.0,Manual,23663.0,Diesel,2.0,17980.0
 A3,2017.0,Manual,16417.0,Diesel,1.6,18000.0
 Focus,2015.0,Manual,40746.0,16,1.5,8495.0
 A7,2019.0,Automatic,4700.0,Diesel,3.0,48790.0
 C Class,2016.0,Semi-Auto,21086.0,Diesel,2.1,19799.0
 A3,2017.0,Semi-Auto,17365.0,Petrol,2.0,22991.0
 SQ7,2016.0,Automatic,25514.0,Diesel,4.0,45990.0
 Focus,2019.0,Automatic,9987.0,Diesel,1.5,20498.0
 C Class,2016.0,Semi-Auto,45557.0,Diesel,2.1,17849.0
 Q2,2019.0,Manual,9250.0,Diesel,1.6,19999.0
 Q3,2015.0,Semi-Auto,37986.0,Diesel,2.0,17698.0
 Focus,2019.0,Manual,451.0,Petrol,1.0,18650.0
 Focus,2015.0,Manual,44000.0,14,1.0,7996.0
 A1,2017.0,Manual,22766.0,Petrol,1.4,16000.0
 A3,2014.0,Manual,44000.0,Diesel,1.6,7490.0
 A3,2008.0,Automatic,86000.0,Petrol,1.8,3980.0
 Focus,2018.0,Semi-Auto,29685.0,Diesel,1.5,13000.0
 A1,2015.0,Manual,23758.0,Diesel,1.6,9999.0
 Q3,2016.0,Manual,22406.0,Diesel,2.0,18502.0
 A3,2016.0,Manual,43201.0,Diesel,2.0,14495.0
 Focus,2017.0,Manual,22625.0,Diesel,1.5,11199.0
 A1,2016.0,Manual,41914.0,Petrol,1.0,10790.0
 Q3,2017.0,Manual,33126.0,Diesel,2.0,17990.0
 Focus,2019.0,Manual,8745.0,Petrol,1.0,14997.0
 C Class,2018.0,Semi-Auto,3640.0,32,2.0,23799.0
 C Class,2017.0,Semi-Auto,38609.0,Diesel,2.1,17980.0
 C Class,2017.0,Semi-Auto,27993.0,Diesel,2.1,20491.0
 A3,2015.0,Semi-Auto,31909.0,Diesel,2.0,11130.0
 Focus,2017.0,Automatic,15238.0,Petrol,1.0,12000.0
 Q2,2019.0,Manual,5000.0,Petrol,1.5,26995.0
 A8,2018.0,Semi-Auto,4524.0,Diesel,3.0,35000.0
 A6,2015.0,Manual,54847.0,Diesel,2.0,13998.0
 Focus,2018.0,Manual,11842.0,Petrol,1.0,13000.0
 C Class,2017.0,Automatic,67665.0,Diesel,2.1,16202.0
 Focus,2017.0,Manual,22241.0,Petrol,1.0,11500.0
 A3,2018.0,Semi-Auto,8982.0,Petrol,1.5,19995.0
 Focus,2017.0,Semi-Auto,17525.0,Petrol,1.0,13000.0
 C Class,2017.0,Semi-Auto,26514.0,31,2.1,17890.0
 C Class,2019.0,Semi-Auto,1342.0,Petrol,2.0,29900.0
 Q5,2017.0,Semi-Auto,20870.0,Diesel,2.0,27995.0
 A6,2018.0,Semi-Auto,7415.0,Diesel,2.0,31700.0
 C Class,2019.0,Semi-Auto,7060.0,Diesel,2.0,26499.0
 TT,2016.0,Manual,33833.0,Diesel,2.0,15400.0
 Focus,2017.0,Manual,41495.0,Diesel,1.5,11250.0
 A3,2018.0,Manual,19000.0,Petrol,2.0,19995.0
 C Class,2015.0,Automatic,40005.0,Diesel,2.1,12000.0
 A5,2019.0,Semi-Auto,6500.0,Petrol,2.0,26295.0
 C Class,2019.0,Semi-Auto,10738.0,Diesel,2.0,30199.0
 A3,2008.0,Manual,123000.0,Diesel,2.0,3995.0
 Q3,2018.0,Manual,10429.0,Petrol,1.4,21755.0
 A6,2019.0,Automatic,8231.0,Petrol,2.0,36780.0
 TT,2016.0,Manual,41100.0,Petrol,1.8,19999.0
 C Class,2015.0,Semi-Auto,53000.0,31,2.1,13999.0
 Focus,2017.0,Manual,3937.0,Petrol,0.999,12695.0
 A3,2013.0,Manual,37838.0,Petrol,1.4,9690.0
 Q3,2016.0,Automatic,29985.0,Diesel,2.0,16995.0
 C Class,2019.0,Automatic,7621.0,Diesel,2.0,29799.0
 C Class,2015.0,Automatic,40005.0,Diesel,2.1,12000.0
 Q5,2017.0,Semi-Auto,20354.0,Petrol,3.0,36990.0
 C Class,2015.0,Semi-Auto,48123.0,Diesel,2.1,16710.0
 Focus,2018.0,Manual,14766.0,14,1.0,12199.0
 A5,2019.0,Automatic,8955.0,Diesel,2.0,30950.0
 A3,2019.0,Semi-Auto,7261.0,Diesel,2.0,25950.0
 C Class,2019.0,Semi-Auto,5104.0,Diesel,2.0,31450.0
 Q3,2020.0,Automatic,500.0,Diesel,2.0,35490.0
 Focus,2019.0,Manual,4615.0,Petrol,1.0,16499.0
 C Class,2019.0,Semi-Auto,13936.0,Petrol,1.5,19980.0
 Focus,2018.0,Manual,14929.0,Petrol,1.0,11999.0
 TT,2015.0,Semi-Auto,23026.0,Petrol,2.0,16990.0
 C Class,2017.0,Semi-Auto,18758.0,31,2.0,18495.0
 S8,2017.0,Automatic,22579.0,Petrol,4.0,44991.0
 C Class,2019.0,Semi-Auto,1273.0,Petrol,1.5,35399.0
 A3,2019.0,Semi-Auto,6961.0,Diesel,2.0,24400.0
 Q5,2017.0,Semi-Auto,13890.0,Petrol,2.0,29990.0
 A3,2016.0,Manual,37840.0,Diesel,1.6,10600.0
 Focus,2018.0,Manual,7804.0,Petrol,1.0,12995.0
 A1,2017.0,Manual,21517.0,Petrol,2.0,19950.0
 Focus,2019.0,Automatic,6797.0,Petrol,1.5,20570.0
 C Class,2014.0,Automatic,47183.0,46,2.1,11750.0
 Q5,2019.0,Semi-Auto,30.0,Petrol,2.0,31998.0
 Focus,2017.0,Manual,23815.0,Petrol,1.999,15289.0
 Focus,2019.0,Automatic,8879.0,Diesel,1.5,19575.0
 Q2,2019.0,Manual,6000.0,Petrol,1.5,27120.0
 Focus,2017.0,Manual,20266.0,Petrol,1.0,11450.0
 Focus,2019.0,Manual,13789.0,Diesel,1.5,15940.0
 A4,2018.0,Semi-Auto,9555.0,Petrol,1.4,21450.0
 Focus,2017.0,Semi-Auto,12244.0,12,1.0,12498.0
 C Class,2016.0,Semi-Auto,18998.0,33,2.0,21995.0
 Focus,2019.0,Automatic,3790.0,Diesel,2.0,17000.0
 A6,2019.0,Automatic,6315.0,Diesel,2.0,26970.0
 A6,2011.0,Automatic,116000.0,Diesel,3.0,8950.0
 A4,2017.0,Manual,23362.0,Petrol,1.4,16798.0
 Q7,2015.0,Automatic,33090.0,Diesel,3.0,31900.0
 Focus,2014.0,Manual,90391.0,16,1.6,5298.0
 A4,2011.0,Manual,65349.0,Diesel,2.0,8850.0
 A4,2017.0,Manual,72816.0,Diesel,2.0,12898.0
 A4,2019.0,Manual,5500.0,Petrol,2.0,23500.0
 Q3,2017.0,Manual,29854.0,Diesel,2.0,21500.0
 A3,2017.0,Manual,44151.0,Diesel,2.0,14970.0
 Q2,2019.0,Manual,4800.0,Petrol,1.5,25400.0
 A4,2016.0,Manual,98791.0,Diesel,2.0,10199.0
 C Class,2019.0,Semi-Auto,13654.0,Petrol,1.5,25399.0
 Focus,2017.0,Semi-Auto,5715.0,12,1.0,12698.0
 A3,2017.0,Manual,14160.0,Diesel,1.6,17695.0
 C Class,2017.0,Semi-Auto,37730.0,Diesel,2.1,18990.0
 Focus,2019.0,Manual,4000.0,Petrol,1.0,17700.0
 Focus,2016.0,Manual,19834.0,Petrol,2.0,16000.0
 Q7,2018.0,Automatic,24340.0,Diesel,3.0,45990.0
 Focus,2019.0,Manual,13999.0,Petrol,0.999,15980.0
 Q5,2019.0,Automatic,11565.0,Diesel,2.0,36995.0
 Q3,2016.0,Manual,31731.0,Diesel,2.0,18000.0
 A3,2017.0,Manual,28334.0,Petrol,1.0,11895.0
 TT,2016.0,Manual,23814.0,Diesel,2.0,16995.0
 C Class,2018.0,Automatic,20039.0,32,2.1,22680.0
 Focus,2019.0,Manual,11301.0,Petrol,1.0,15260.0
 Focus,2018.0,Automatic,16556.0,Diesel,1.499,17000.0
 Q5,2015.0,Manual,21565.0,Diesel,2.0,19200.0
 Q7,2020.0,Semi-Auto,4000.0,Diesel,3.0,53900.0
 Q8,2018.0,Semi-Auto,1964.0,Diesel,3.0,51250.0
 Q3,2017.0,Manual,19078.0,Diesel,2.0,17530.0
 A3,2016.0,Manual,41047.0,Diesel,2.0,15000.0
 A8,2019.0,Automatic,6392.0,Diesel,3.0,39990.0
 A3,2019.0,Automatic,15481.0,Petrol,1.5,23434.0
 Focus,2017.0,Semi-Auto,11634.0,12,1.0,12170.0
 TT,2014.0,Semi-Auto,42000.0,Petrol,1.8,12995.0
 C Class,2019.0,Semi-Auto,1568.0,Diesel,1.6,29980.0
 C Class,2011.0,Automatic,59000.0,Diesel,2.143,8490.0
 Focus,2019.0,Manual,6108.0,Petrol,2.3,28730.0
 Focus,2019.0,Manual,11885.0,Petrol,1.0,17495.0
 A3,2019.0,Manual,5000.0,Diesel,2.0,19300.0
 A3,2019.0,Manual,7030.0,Petrol,1.0,18000.0
 Q3,2020.0,Semi-Auto,1766.0,Petrol,2.0,34210.0
 A5,2019.0,Automatic,3904.0,Petrol,2.0,27400.0
 Q3,2018.0,Semi-Auto,10981.0,Petrol,1.4,24990.0
 C Class,2019.0,Semi-Auto,7144.0,Petrol,1.5,25799.0
 Focus,2016.0,Manual,19942.0,Diesel,1.499,11489.0
 C Class,2019.0,Semi-Auto,14307.0,Petrol,1.5,19980.0
 Focus,2017.0,Manual,28840.0,14,1.0,11000.0
 A3,2016.0,Manual,30736.0,Petrol,1.4,13990.0
 A5,2019.0,Automatic,12844.0,Diesel,2.0,31600.0
 A3,2015.0,Manual,55122.0,Diesel,1.6,9989.0
 A3,2016.0,Manual,17562.0,Petrol,1.4,15291.0
 Q2,2019.0,Manual,1000.0,Petrol,1.5,28062.0
 Focus,2019.0,Manual,11834.0,Diesel,1.5,16040.0
 Q3,2017.0,Manual,29041.0,Diesel,2.0,19995.0
 Focus,2016.0,Manual,35802.0,36,2.0,13490.0
 C Class,2019.0,Semi-Auto,8059.0,Petrol,1.5,26299.0
 Q8,2019.0,Automatic,5000.0,Diesel,3.0,56990.0
 Focus,2019.0,Manual,3000.0,Diesel,1.5,19500.0
 A3,2019.0,Manual,5000.0,Petrol,1.5,22490.0
 C Class,2017.0,Manual,34015.0,30,2.1,13800.0
 C Class,2019.0,Semi-Auto,1733.0,Diesel,2.0,31899.0
 C Class,2019.0,Semi-Auto,14682.0,Petrol,1.5,25400.0
 A3,2018.0,Manual,19517.0,Petrol,1.5,18195.0
 C Class,2019.0,Semi-Auto,12187.0,Petrol,1.5,25599.0
 A5,2016.0,Semi-Auto,37978.0,Diesel,2.0,17498.0
 A1,2017.0,Manual,17233.0,Petrol,1.4,12495.0
 C Class,2015.0,Automatic,40005.0,Diesel,2.1,12000.0
 A4,2019.0,Automatic,3212.0,Diesel,2.0,25990.0
 Focus,2019.0,Manual,13773.0,Petrol,1.0,15890.0
 Focus,2013.0,Manual,41675.0,11,1.0,5999.0
 A1,2019.0,Automatic,4445.0,Petrol,1.0,18990.0
 A4,2017.0,Manual,12993.0,Petrol,1.4,17700.0
 C Class,2017.0,Semi-Auto,19877.0,38,2.0,19798.0
 A5,2017.0,Semi-Auto,22631.0,Diesel,2.0,18999.0
 Focus,2016.0,Manual,71661.0,Diesel,1.499,7880.0
 A3,2016.0,Manual,21362.0,Diesel,1.6,11499.0
 Q8,2019.0,Automatic,4278.0,Diesel,3.0,50786.0
 Q5,2010.0,Automatic,96618.0,Diesel,2.0,8685.0
 Focus,2018.0,Automatic,22587.0,Petrol,1.0,14500.0
 A6,2020.0,Automatic,893.0,Diesel,2.0,30000.0
 C Class,2015.0,Automatic,57081.0,32,2.143,13900.0
 Q7,2018.0,Semi-Auto,11326.0,Diesel,4.0,56990.0
 A5,2019.0,Semi-Auto,2888.0,Petrol,2.0,29950.0
 Q5,2016.0,Semi-Auto,51562.0,Diesel,3.0,24490.0
 Focus,2017.0,Manual,15417.0,Diesel,1.5,11798.0
 C Class,2017.0,Semi-Auto,44118.0,38,2.0,18240.0
 Focus,2014.0,Semi-Auto,92000.0,Diesel,2.0,5995.0
 RS4,2018.0,Semi-Auto,12000.0,Petrol,2.9,52495.0
 Q7,2020.0,Semi-Auto,1600.0,Diesel,3.0,54950.0
 Focus,2019.0,Manual,1494.0,Petrol,2.3,28580.0
 A1,2018.0,Semi-Auto,15122.0,Petrol,1.4,17995.0
 Q7,2017.0,Semi-Auto,36542.0,Diesel,3.0,34795.0
 Focus,2019.0,Manual,2321.0,Petrol,1.0,17500.0
 A4,2017.0,Automatic,25782.0,Diesel,2.0,18500.0
 TT,2016.0,Manual,14782.0,Petrol,1.8,16490.0
 Q3,2016.0,Manual,30146.0,Diesel,2.0,18940.0
 Focus,2017.0,Manual,17980.0,Diesel,1.5,10990.0
 Focus,2019.0,Automatic,15623.0,Diesel,1.499,17989.0
 Q5,2014.0,Automatic,72562.0,Diesel,3.0,18990.0
 C Class,2016.0,Automatic,40313.0,Hybrid,2.0,19499.0
 A3,2013.0,Semi-Auto,24619.0,Petrol,1.8,15650.0
 Q5,2019.0,Semi-Auto,8143.0,Diesel,2.0,35499.0
